Emission Date,Refining of mineral oil,Metal ore roasting or sintering,Production or processing of ferrous metals,Production of Pig iron or steel,Production or processing of non-ferrous metals,Primary aluminum production,Secondary aluminum production,Production of cement clinker,Production of lime or calcination of dolomite/magnesite,Manufacture of glass,Ceramic production,Mineral wool manufacturing,Production or processing of gypsum or plasterboard,Production of pulp,Paper or cardboard,Production of Carbon black,Production of coke oven,Production of Nitric acid,Production of Adipic acid,Production of Bulk chemicals,Production of Soda ash and sodium bicarbonate,Production of Hydrogen and synthesis gas
2020-09-21,241544,5257,17305,216981,13877,9949,2370,263216,62120,34382,31109,3816,2116,10171,41902,3832,11626,8403,245,68659,9651,19102
2020-09-22,232259,5190,17118,209756,13474,9675,2253,256648,60780,32940,29153,3615,2031,9918,40898,3791,11148,8269,242,67459,9507,18813
2020-09-23,311093,7164,23673,282693,18250,13127,2977,349296,83044,43932,37861,4759,2717,13500,55725,5243,14882,11372,333,92599,13087,25894
2020-09-24,317595,7244,23921,288025,18564,13345,3053,354764,84239,44913,39045,4886,2775,13711,56577,5298,15209,11511,337,93792,13244,26205
2020-09-25,326413,7539,24917,296798,19170,13791,3120,367079,87305,46076,39601,4984,2850,14187,58569,5519,15610,11963,350,97395,13769,27242
2020-09-26,309011,6976,23023,279652,17994,12928,2984,343302,81409,43762,38392,4782,2701,13267,54728,5099,14815,11100,325,90498,12766,25262
2020-09-27,280291,6038,19863,251279,16044,11496,2762,303821,71607,39952,36447,4452,2456,11739,48347,4399,13506,9665,282,79017,11096,21963
2020-09-28,218678,4463,14628,194014,12281,8773,2202,230580,53960,31389,29819,3571,1921,8907,36616,3239,10594,7196,209,59032,8245,16325
2020-09-29,217544,4503,14773,193525,12278,8777,2179,231030,54167,31170,29311,3528,1910,8925,36708,3271,10525,7246,211,59392,8307,16447
2020-09-30,269545,5644,18530,240311,15274,10926,2687,287927,67608,38564,35960,4346,2365,11124,45768,4103,13026,9067,264,74267,10399,20588
2020-10-01,281268,7458,24577,303966,17879,12767,3001,311048,73560,46313,38132,4954,2769,12643,52115,4961,14434,10843,317,88514,12461,24662
2020-10-02,273329,7190,23682,294916,17324,12365,2926,301013,71113,45055,37342,4836,2692,12235,50419,4780,14039,10464,305,85463,12022,23794
2020-10-03,275776,7457,24607,299220,17656,12622,2917,308150,73061,45284,36665,4804,2712,12526,51668,4967,14123,10816,316,88183,12438,24613
2020-10-04,273772,7348,24236,296598,17480,12491,2905,304715,72177,45002,36671,4789,2693,12386,51078,4892,14031,10668,312,87016,12265,24271
2020-10-05,237608,6376,21030,257409,15170,10840,2522,264437,62635,39059,31833,4157,2338,10749,44326,4245,12178,9257,271,75510,10643,21061
2020-10-06,228652,6219,20531,248392,14672,10492,2412,256301,60815,37515,30216,3969,2248,10419,42984,4144,11702,9014,264,73470,10369,20517
2020-10-07,284556,7639,25196,308294,18170,12984,3019,316752,75030,46773,38108,4977,2799,12875,53096,5086,14584,11090,324,90458,12750,25232
2020-10-08,284268,7455,24551,306536,17998,12843,3047,312571,73815,46877,38948,5038,2800,12704,52349,4956,14605,10855,317,88668,12470,24680
2020-10-09,285420,7513,24748,308004,18095,12916,3054,314443,74293,47043,38968,5048,2811,12781,52669,4995,14659,10934,319,89294,12562,24863
2020-10-10,269800,6880,22613,289326,16910,12048,2926,292369,68790,44659,37942,4854,2661,11882,48913,4564,13903,10054,293,82266,11537,22839
2020-10-11,251774,6148,20145,267759,15542,11046,2778,266867,62432,41908,36766,4630,2488,10844,44572,4066,13030,9036,262,74143,10352,20499
2020-10-12,220179,5608,18431,236059,13794,9827,2389,238453,56096,36451,30997,3964,2172,9691,39891,3720,11347,8196,239,67072,9405,18619
2020-10-13,207934,5353,17608,223402,13077,9322,2246,226448,53347,34374,28987,3722,2050,9203,37898,3554,10704,7813,228,63895,8969,17754
2020-10-14,282845,7576,24984,306299,18046,12894,3004,314472,74468,46507,37964,4954,2783,12783,52709,5043,14499,11001,321,89749,12647,25029
2020-10-15,291057,7826,25815,315437,18596,13290,3086,324256,76824,47831,38917,5087,2863,13181,54357,5211,14914,11359,332,92643,13060,25845
2020-10-16,291598,7714,25419,314987,18520,13223,3114,322092,76149,48029,39619,5143,2871,13092,53961,5131,14968,11220,328,91597,12892,25515
2020-10-17,291453,7808,25750,315633,18596,13287,3095,324074,76744,47921,39112,5104,2867,13173,54319,5198,14940,11338,331,92494,13035,25795
2020-10-18,268170,6884,22638,287956,16848,12008,2900,291612,68673,44349,37484,4807,2644,11851,48798,4569,13809,10051,293,82213,11537,22838
2020-10-19,240680,6440,21235,260581,15350,10967,2557,267440,63322,39580,32339,4218,2368,10871,44824,4286,12339,9353,273,76303,10751,21277
2020-10-20,237684,6543,21616,258843,15319,10963,2494,268131,63721,38930,31021,4097,2335,10900,44989,4363,12148,9469,277,77123,10896,21560
2020-10-21,289707,7881,26018,314729,18590,13295,3056,324767,77062,47531,38278,5029,2848,13202,54467,5252,14826,11423,334,93100,13139,25999
2020-10-22,296190,8004,26410,321328,18959,13553,3134,330849,78437,48641,39405,5162,2913,13449,55473,5331,15169,11610,339,94662,13351,26420
2020-10-23,298038,8050,26562,323302,19074,13635,3154,332832,78902,48948,39669,5195,2931,13529,55805,5362,15264,11677,341,95216,13429,26573
2020-10-24,285827,7578,24976,308893,18168,12974,3049,316090,74752,47063,38751,5035,2814,12848,52960,5041,14668,11019,322,89949,12663,25061
2020-10-25,271559,7048,23193,292222,17128,12216,2924,296970,70035,44845,37576,4840,2676,12070,49716,4681,13968,10275,300,83988,11799,23355
2020-10-26,223906,5605,18398,239250,13942,9923,2447,240338,56410,37152,32012,4067,2210,9767,40179,3713,11560,8210,239,67260,9415,18641
2020-10-27,215860,5615,18481,232390,13626,9719,2322,236340,55753,35636,29805,3842,2127,9606,39569,3730,11100,8184,239,66885,9399,18603
2020-10-28,293277,7929,26165,318202,18776,13423,3102,327688,77692,48159,38996,5109,2884,13320,54944,5282,15019,11501,336,93771,13226,26172
2020-10-29,300495,8013,26417,325118,19141,13672,3198,333308,78883,49440,40512,5276,2957,13548,55857,5332,15412,11642,340,95003,13382,26483
2020-10-30,296780,7831,25800,320420,18832,13443,3173,327374,77372,48899,40424,5242,2922,13306,54841,5208,15238,11393,333,93031,13091,25909
2020-10-31,287042,7496,24679,309264,18145,12946,3082,314921,74328,47362,39487,5099,2828,12800,52734,4981,14755,10920,319,89225,12543,24825
2020-11-01,244651,6492,21423,260275,15524,11069,2556,269503,63907,37454,31755,4138,2337,10986,45317,4359,12300,9489,277,77363,10913,21595
2020-11-02,224533,5712,18797,236853,14030,9979,2389,241924,57052,34574,30367,3888,2150,9860,40614,3824,11340,8394,245,68611,9639,19079
2020-11-03,220420,5653,18613,232889,13813,9830,2337,238497,56304,33903,29583,3800,2110,9721,40051,3787,11122,8299,242,67797,9532,18867
2020-11-04,283886,7470,24638,301500,17958,12798,2976,311341,73747,43511,37160,4825,2713,12691,52336,5013,14286,10931,319,89160,12567,24869
2020-11-05,294083,7745,25546,312383,18609,13263,3082,322665,76438,45069,38462,4996,2811,13153,54241,5197,14797,11331,331,92425,13028,25782
2020-11-06,304521,8119,26801,324286,19357,13806,3174,336305,79797,46588,39334,5137,2909,13709,56560,5453,15302,11861,347,96670,13643,26996
2020-11-07,293629,7598,25034,310798,18461,13144,3101,319210,75447,45108,39071,5037,2809,13011,53624,5093,14802,11142,325,90977,12802,25338
2020-11-08,289286,7494,24690,306263,18195,12955,3054,314654,74380,44435,38456,4960,2767,12825,52861,5023,14582,10987,321,89704,12625,24986
2020-11-09,241053,6064,19941,253721,15002,10664,2576,258226,60808,37173,32939,4199,2309,10524,43333,4057,12188,8925,260,72998,10244,20278
2020-11-10,234256,6013,19798,247547,14684,10450,2483,253574,59869,36028,31417,4037,2242,10335,42585,4028,11820,8826,257,72100,10138,20065
2020-11-11,268343,6753,22207,282466,16702,11873,2868,287515,67708,41379,36656,4674,2571,11718,48248,4518,13567,9938,290,81286,11407,22581
2020-11-12,301307,7783,25637,318805,18931,13477,3185,327233,77324,46300,40165,5175,2883,13338,54968,5216,15193,11415,333,93213,13115,25956
2020-11-13,323445,8628,28484,344477,20564,14667,3371,357308,84786,49479,41755,5454,3089,14566,60094,5795,16252,12604,369,102723,14498,28687
2020-11-14,312817,8117,26747,331288,19687,14019,3300,340550,80519,48038,41515,5359,2992,13881,57215,5442,15765,11898,347,97134,13672,27059
2020-11-15,285645,7109,23357,300021,17708,12580,3066,304289,71553,44113,39417,5005,2738,12401,51041,4752,14459,10476,305,85748,12020,23796
2020-11-16,249387,6212,20412,261983,15465,10987,2676,265784,62506,38509,34387,4367,2390,10832,44584,4152,12622,9154,266,74917,10503,20792
2020-11-17,237850,6005,19750,250524,14821,10538,2538,255261,60137,36662,32396,4136,2278,10403,42841,4018,12022,8833,257,72233,10140,20072
2020-11-18,299695,7732,25468,317025,18822,13399,3169,325282,76851,46060,39996,5150,2867,13258,54638,5181,15113,11342,331,92626,13031,25790
2020-11-19,328421,8797,29048,350072,20913,14919,3416,363598,86325,50211,42219,5525,3136,14822,61161,5910,16494,12844,376,104654,14776,29237
2020-11-20,343797,9431,31188,368282,22088,15780,3537,385505,91808,52381,43092,5702,3279,15717,64905,6346,17221,13729,402,111709,15807,31274
2020-11-21,339341,9268,30642,363178,21766,15546,3498,379622,90357,51735,42734,5643,3237,15477,63904,6235,17006,13499,395,109870,15541,30747
2020-11-22,308473,8029,26462,326888,19435,13842,3250,336362,79561,47351,40817,5275,2950,13710,56518,5384,15541,11764,344,96024,13520,26757
2020-11-23,246223,6184,20333,259080,15315,10885,2633,263539,62046,37979,33696,4293,2359,10741,44221,4136,12452,9103,265,74464,10448,20682
2020-11-24,242139,6374,21025,257186,15320,10918,2538,265618,62921,37110,31681,4114,2314,10827,44650,4278,12184,9327,273,76075,10723,21220
2020-11-25,320979,8749,28921,343379,20572,14692,3312,358686,85351,48950,40510,5344,3062,14623,60375,5884,16089,12746,373,103751,14672,29029
2020-11-26,305027,7970,26275,323492,19246,13711,3208,333289,78874,46797,40206,5205,2916,13585,56010,5346,15361,11673,341,95253,13417,26552
2020-11-27,277086,6794,22302,290201,17088,12129,2992,292944,68751,42873,38739,4892,2658,11938,49110,4537,14047,10033,292,82196,11505,22778
2020-11-28,277367,6774,22228,290270,17081,12122,3000,292635,68642,42939,38915,4907,2661,11925,49051,4522,14067,10008,291,82012,11475,22719
2020-11-29,279366,6962,22878,293505,17328,12311,2997,297812,70042,43135,38503,4891,2677,12137,49957,4654,14139,10258,299,83957,11771,23302
2020-11-30,260075,6723,22149,275225,16345,11637,2748,282578,66780,39959,34641,4464,2488,11518,47468,4506,13112,9860,288,80512,11329,22421
2020-12-01,268295,7103,23463,281640,16976,12086,2756,295457,70189,41948,33628,4455,2535,12014,49580,4802,13290,10426,305,84933,11997,23738
2020-12-02,337056,8944,29547,353987,21345,15199,3459,371628,88310,52681,42146,5589,3184,15111,62367,6047,16692,13125,384,106898,15103,29882
2020-12-03,338851,8872,29285,354892,21352,15192,3498,370957,87998,53063,42961,5663,3203,15083,62223,5993,16806,13041,381,106301,14999,29680
2020-12-04,337948,8846,29197,353922,21292,15149,3490,369901,87744,52924,42862,5649,3195,15040,62045,5975,16762,13002,380,105988,14955,29592
2020-12-05,331857,8578,28289,346652,20812,14797,3446,360823,85450,52062,42627,5587,3139,14670,60493,5789,16482,12628,369,103016,14518,28730
2020-12-06,294668,7192,23628,304324,18101,12827,3135,310969,73094,46587,39949,5118,2796,12640,52021,4835,14724,10667,310,87325,12237,24226
2020-12-07,254226,6320,20787,263496,15719,11151,2684,270831,63812,40096,33900,4373,2410,11009,45338,4254,12679,9350,272,76459,10734,21248
